"(1, 133001), (2, 133043), (3, 133043), (4, 133175), (5, 133308), (6, 133515), (7, 133742), (8, 133889), (9, 133945), (10, 134046), (11, 134237), (12, 134237), (13, 134237), (14, 134321), (15, 134321), (16, 134539), (17, 134539), (18, 134539), (19, 134539), (20, 134539), (21, 134539), (22, 134539), (23, 134539), (24, 134539), (25, 134539), (26, 134539), (27, 134539), (28, 134539), (29, 134539), (30, 134539), (31, 134539), (32, 134539), (33, 134539), (34, 134539), (35, 134539), (36, 134539), (37, 134539), (38, 134539), (39, 134539), (40, 134539), (41, 134539), (42, 134539), (43, 134539), (44, 134539), (45, 134539), (46, 134539), (47, 134539), (48, 134539), (49, 134539), (50, 134539), (51, 134539)"
"(1, 123105.25666666667), (2, 131021.85333333333), (3, 131953.63666666666), (4, 132673.88333333333), (5, 133004.21333333335), (6, 133089.21), (7, 133217.52333333335), (8, 133413.45333333334), (9, 133619.69333333333), (10, 133763.56), (11, 133870.56), (12, 133944.31), (13, 134020.73666666666), (14, 134114.45), (15, 134211.97333333333), (16, 134252.89), (17, 134293.52), (18, 134355.96), (19, 134442.71333333335), (20, 134538.41333333333), (21, 134539.0), (22, 134539.0), (23, 134539.0), (24, 134539.0), (25, 134539.0), (26, 134539.0), (27, 134539.0), (28, 134539.0), (29, 134539.0), (30, 134539.0), (31, 134539.0), (32, 134539.0), (33, 134539.0), (34, 134539.0), (35, 134539.0), (36, 134539.0), (37, 134539.0), (38, 134539.0), (39, 134539.0), (40, 134539.0), (41, 134539.0), (42, 134539.0), (43, 134539.0), (44, 134539.0), (45, 134539.0), (46, 134539.0), (47, 134539.0), (48, 134539.0), (49, 134539.0), (50, 134539.0), (51, 134539.0)"
"(1, 132609), (2, 132609), (3, 132825), (4, 133490), (5, 133490), (6, 133697), (7, 133829), (8, 134023), (9, 134289), (10, 134289), (11, 134307), (12, 134446), (13, 134446), (14, 134446), (15, 134446), (16, 134446), (17, 134446), (18, 134446), (19, 134446), (20, 134446), (21, 134446), (22, 134446), (23, 134446), (24, 134446), (25, 134446), (26, 134446), (27, 134446), (28, 134446), (29, 134446), (30, 134446), (31, 134446), (32, 134446), (33, 134446), (34, 134446), (35, 134446), (36, 134446), (37, 134446), (38, 134446), (39, 134446), (40, 134446), (41, 134446), (42, 134446), (43, 134446), (44, 134446), (45, 134446), (46, 134446), (47, 134446), (48, 134446), (49, 134446), (50, 134446), (51, 134446)"
"(1, 122425.87), (2, 130945.40666666666), (3, 131829.09666666668), (4, 132387.07), (5, 132725.24666666667), (6, 133059.28), (7, 133422.06), (8, 133554.85666666666), (9, 133695.18333333332), (10, 133848.12), (11, 134044.81333333332), (12, 134203.85333333333), (13, 134303.69333333333), (14, 134346.64666666667), (15, 134433.47), (16, 134446.0), (17, 134446.0), (18, 134446.0), (19, 134446.0), (20, 134446.0), (21, 134446.0), (22, 134446.0), (23, 134446.0), (24, 134446.0), (25, 134446.0), (26, 134446.0), (27, 134446.0), (28, 134446.0), (29, 134446.0), (30, 134446.0), (31, 134446.0), (32, 134446.0), (33, 134446.0), (34, 134446.0), (35, 134446.0), (36, 134446.0), (37, 134446.0), (38, 134446.0), (39, 134446.0), (40, 134446.0), (41, 134446.0), (42, 134446.0), (43, 134446.0), (44, 134446.0), (45, 134446.0), (46, 134446.0), (47, 134446.0), (48, 134446.0), (49, 134446.0), (50, 134446.0), (51, 134446.0)"
"(1, 132258), (2, 132684), (3, 133237), (4, 133256), (5, 133464), (6, 133464), (7, 133807), (8, 133842), (9, 134245), (10, 134455), (11, 134455), (12, 134455), (13, 134455), (14, 134687), (15, 134687), (16, 134687), (17, 134687), (18, 134687), (19, 134687), (20, 134687), (21, 134687), (22, 134687), (23, 134687), (24, 134687), (25, 134687), (26, 134687), (27, 134687), (28, 134687), (29, 134687), (30, 134687), (31, 134687), (32, 134687), (33, 134687), (34, 134687), (35, 134687), (36, 134687), (37, 134687), (38, 134687), (39, 134687), (40, 134687), (41, 134687), (42, 134687), (43, 134687), (44, 134687), (45, 134687), (46, 134687), (47, 134687), (48, 134687), (49, 134687), (50, 134687), (51, 134687)"
"(1, 123031.88), (2, 130924.95), (3, 132028.56666666668), (4, 132531.80666666667), (5, 132925.73333333334), (6, 133214.58666666667), (7, 133319.72666666665), (8, 133457.75), (9, 133595.23333333334), (10, 133789.39333333334), (11, 133944.84666666668), (12, 134174.89), (13, 134315.23), (14, 134428.46333333335), (15, 134464.28), (16, 134492.08), (17, 134567.14), (18, 134687.0), (19, 134687.0), (20, 134687.0), (21, 134687.0), (22, 134687.0), (23, 134687.0), (24, 134687.0), (25, 134687.0), (26, 134687.0), (27, 134687.0), (28, 134687.0), (29, 134687.0), (30, 134687.0), (31, 134687.0), (32, 134687.0), (33, 134687.0), (34, 134687.0), (35, 134687.0), (36, 134687.0), (37, 134687.0), (38, 134687.0), (39, 134687.0), (40, 134687.0), (41, 134687.0), (42, 134687.0), (43, 134687.0), (44, 134687.0), (45, 134687.0), (46, 134687.0), (47, 134687.0), (48, 134687.0), (49, 134687.0), (50, 134687.0), (51, 134687.0)"
"(1, 132087), (2, 132678), (3, 132816), (4, 133150), (5, 133150), (6, 133274), (7, 133352), (8, 133367), (9, 133639), (10, 133903), (11, 133903), (12, 133903), (13, 133903), (14, 133903), (15, 133903), (16, 133903), (17, 133903), (18, 133903), (19, 133903), (20, 133903), (21, 133903), (22, 133903), (23, 133903), (24, 133903), (25, 133903), (26, 133903), (27, 133903), (28, 133903), (29, 133903), (30, 133903), (31, 133903), (32, 133903), (33, 133903), (34, 133903), (35, 133903), (36, 133903), (37, 133903), (38, 133903), (39, 133903), (40, 133903), (41, 133903), (42, 133903), (43, 133903), (44, 133903), (45, 133903), (46, 133903), (47, 133903), (48, 133903), (49, 133903), (50, 133903), (51, 133903)"
"(1, 123039.15666666666), (2, 130966.08333333333), (3, 131886.51), (4, 132293.61), (5, 132633.61), (6, 132901.18666666668), (7, 133123.68), (8, 133186.63666666666), (9, 133289.15), (10, 133391.89666666667), (11, 133563.55333333334), (12, 133674.08333333334), (13, 133783.92), (14, 133903.0), (15, 133903.0), (16, 133903.0), (17, 133903.0), (18, 133903.0), (19, 133903.0), (20, 133903.0), (21, 133903.0), (22, 133903.0), (23, 133903.0), (24, 133903.0), (25, 133903.0), (26, 133903.0), (27, 133903.0), (28, 133903.0), (29, 133903.0), (30, 133903.0), (31, 133903.0), (32, 133903.0), (33, 133903.0), (34, 133903.0), (35, 133903.0), (36, 133903.0), (37, 133903.0), (38, 133903.0), (39, 133903.0), (40, 133903.0), (41, 133903.0), (42, 133903.0), (43, 133903.0), (44, 133903.0), (45, 133903.0), (46, 133903.0), (47, 133903.0), (48, 133903.0), (49, 133903.0), (50, 133903.0), (51, 133903.0)"
"(1, 132154), (2, 132376), (3, 132972), (4, 133807), (5, 133807), (6, 133851), (7, 134001), (8, 134001), (9, 134067), (10, 134067), (11, 134152), (12, 134474), (13, 134474), (14, 134595), (15, 134595), (16, 134595), (17, 134595), (18, 134595), (19, 134595), (20, 134595), (21, 134595), (22, 134595), (23, 134595), (24, 134595), (25, 134595), (26, 134595), (27, 134595), (28, 134595), (29, 134595), (30, 134595), (31, 134595), (32, 134595), (33, 134595), (34, 134595), (35, 134595), (36, 134595), (37, 134595), (38, 134595), (39, 134595), (40, 134595), (41, 134595), (42, 134595), (43, 134595), (44, 134595), (45, 134595), (46, 134595), (47, 134595), (48, 134595), (49, 134595), (50, 134595), (51, 134595)"
"(1, 122120.62), (2, 130912.68), (3, 131913.71333333335), (4, 132438.79666666666), (5, 132931.80666666667), (6, 133344.41), (7, 133635.66), (8, 133814.89666666667), (9, 133858.88666666666), (10, 133930.19666666666), (11, 134022.59), (12, 134082.74666666667), (13, 134163.95), (14, 134297.89), (15, 134436.82), (16, 134481.44666666666), (17, 134509.48666666666), (18, 134573.62666666668), (19, 134595.0), (20, 134595.0), (21, 134595.0), (22, 134595.0), (23, 134595.0), (24, 134595.0), (25, 134595.0), (26, 134595.0), (27, 134595.0), (28, 134595.0), (29, 134595.0), (30, 134595.0), (31, 134595.0), (32, 134595.0), (33, 134595.0), (34, 134595.0), (35, 134595.0), (36, 134595.0), (37, 134595.0), (38, 134595.0), (39, 134595.0), (40, 134595.0), (41, 134595.0), (42, 134595.0), (43, 134595.0), (44, 134595.0), (45, 134595.0), (46, 134595.0), (47, 134595.0), (48, 134595.0), (49, 134595.0), (50, 134595.0), (51, 134595.0)"
Worst,133903
Best,134733
Average,134348.2
Runtime,25.1897386
