"(1, 599), (2, 611), (3, 686), (4, 686), (5, 686), (6, 694), (7, 694), (8, 694), (9, 694), (10, 694), (11, 694), (12, 694), (13, 694), (14, 694), (15, 694), (16, 694), (17, 694), (18, 694), (19, 694), (20, 694), (21, 694), (22, 694), (23, 694), (24, 694), (25, 694), (26, 694), (27, 694), (28, 694), (29, 694), (30, 694), (31, 694)"
"(1, 406.38), (2, 553.31), (3, 604.31), (4, 633.04), (5, 667.62), (6, 686.78), (7, 688.76), (8, 692.47), (9, 693.99), (10, 694.0), (11, 694.0), (12, 694.0), (13, 694.0), (14, 694.0), (15, 694.0), (16, 694.0), (17, 694.0), (18, 694.0), (19, 694.0), (20, 694.0), (21, 694.0), (22, 694.0), (23, 694.0), (24, 694.0), (25, 694.0), (26, 694.0), (27, 694.0), (28, 694.0), (29, 694.0), (30, 694.0), (31, 694.0)"
"(1, 615), (2, 646), (3, 646), (4, 674), (5, 674), (6, 674), (7, 674), (8, 674), (9, 674), (10, 674), (11, 674), (12, 674), (13, 674), (14, 674), (15, 674), (16, 674), (17, 674), (18, 674), (19, 674), (20, 674), (21, 674), (22, 674), (23, 674), (24, 674), (25, 674), (26, 674), (27, 674), (28, 674), (29, 674), (30, 674), (31, 674)"
"(1, 406.78), (2, 542.06), (3, 588.5), (4, 626.92), (5, 651.44), (6, 665.21), (7, 673.33), (8, 674.0), (9, 674.0), (10, 674.0), (11, 674.0), (12, 674.0), (13, 674.0), (14, 674.0), (15, 674.0), (16, 674.0), (17, 674.0), (18, 674.0), (19, 674.0), (20, 674.0), (21, 674.0), (22, 674.0), (23, 674.0), (24, 674.0), (25, 674.0), (26, 674.0), (27, 674.0), (28, 674.0), (29, 674.0), (30, 674.0), (31, 674.0)"
"(1, 607), (2, 650), (3, 658), (4, 702), (5, 702), (6, 710), (7, 710), (8, 710), (9, 710), (10, 710), (11, 710), (12, 710), (13, 710), (14, 710), (15, 710), (16, 710), (17, 710), (18, 710), (19, 710), (20, 710), (21, 710), (22, 710), (23, 710), (24, 710), (25, 710), (26, 710), (27, 710), (28, 710), (29, 710), (30, 710), (31, 710)"
"(1, 425.14), (2, 557.57), (3, 607.25), (4, 639.52), (5, 665.29), (6, 692.27), (7, 705.76), (8, 709.84), (9, 710.0), (10, 710.0), (11, 710.0), (12, 710.0), (13, 710.0), (14, 710.0), (15, 710.0), (16, 710.0), (17, 710.0), (18, 710.0), (19, 710.0), (20, 710.0), (21, 710.0), (22, 710.0), (23, 710.0), (24, 710.0), (25, 710.0), (26, 710.0), (27, 710.0), (28, 710.0), (29, 710.0), (30, 710.0), (31, 710.0)"
"(1, 588), (2, 652), (3, 680), (4, 716), (5, 716), (6, 716), (7, 716), (8, 716), (9, 716), (10, 716), (11, 716), (12, 716), (13, 716), (14, 716), (15, 716), (16, 716), (17, 716), (18, 716), (19, 716), (20, 716), (21, 716), (22, 716), (23, 716), (24, 716), (25, 716), (26, 716), (27, 716), (28, 716), (29, 716), (30, 716), (31, 716)"
"(1, 409.56), (2, 556.73), (3, 622.84), (4, 655.4), (5, 674.52), (6, 695.17), (7, 712.62), (8, 716.0), (9, 716.0), (10, 716.0), (11, 716.0), (12, 716.0), (13, 716.0), (14, 716.0), (15, 716.0), (16, 716.0), (17, 716.0), (18, 716.0), (19, 716.0), (20, 716.0), (21, 716.0), (22, 716.0), (23, 716.0), (24, 716.0), (25, 716.0), (26, 716.0), (27, 716.0), (28, 716.0), (29, 716.0), (30, 716.0), (31, 716.0)"
"(1, 591), (2, 597), (3, 681), (4, 683), (5, 683), (6, 701), (7, 701), (8, 701), (9, 701), (10, 701), (11, 701), (12, 701), (13, 701), (14, 701), (15, 701), (16, 701), (17, 701), (18, 701), (19, 701), (20, 701), (21, 701), (22, 701), (23, 701), (24, 701), (25, 701), (26, 701), (27, 701), (28, 701), (29, 701), (30, 701), (31, 701)"
"(1, 405.94), (2, 534.79), (3, 596.48), (4, 640.73), (5, 673.07), (6, 681.8), (7, 686.32), (8, 695.04), (9, 700.52), (10, 701.0), (11, 701.0), (12, 701.0), (13, 701.0), (14, 701.0), (15, 701.0), (16, 701.0), (17, 701.0), (18, 701.0), (19, 701.0), (20, 701.0), (21, 701.0), (22, 701.0), (23, 701.0), (24, 701.0), (25, 701.0), (26, 701.0), (27, 701.0), (28, 701.0), (29, 701.0), (30, 701.0), (31, 701.0)"
"(1, 640), (2, 640), (3, 677), (4, 678), (5, 711), (6, 711), (7, 711), (8, 711), (9, 711), (10, 711), (11, 711), (12, 711), (13, 711), (14, 711), (15, 711), (16, 711), (17, 711), (18, 711), (19, 711), (20, 711), (21, 711), (22, 711), (23, 711), (24, 711), (25, 711), (26, 711), (27, 711), (28, 711), (29, 711), (30, 711), (31, 711)"
